;text;sentFator
4046;GGBR4 vender por R$ 17,84 indicado em 03/01/2014 15:26 http://t.co/zJRs3Eeyz9;Positivo
4047;GOAU4 5,11% R$17,07 BBAS3 4,63% R$24,18 GGBR4 4,21% R$13,85 PETR3 4,04% R$15,69 CPLE6 4,01% R$32,62 ENBR3 3,94% R$10,53 ELPL4;Neutro
4050;"Ação ex-juros hoje: BBAS3. As cotações históricas foram ajustadas. Saiba mais! 
http://t.co/utSF6DP4ug";Neutro
4052;RT @SamiCrux: @deisyliliana6 #SAMI_CRUZ3;Neutro
4053;#JBSS3 - Lucro da JBS subiu 112% no 4º tri, para R$ 140 milhões - http://t.co/apH31lt2Lc;Positivo
4055;@IVANKRAISER no caso da Redecard ao menos pagaram mais q no IPO. A situação da BISA3 é digna de cadeia para quem propôs.;Negativo
4057;Confira as análises atualizadas de BVMF3, ITUB4, PDGR3, PETR4, USIM5 e VALE5 no INVISTA EM AÇÕES http://t.co/YWnlY5cM6J;Neutro
4059;#SANB11: O ROE desse banco não reforça o gráfico semanal, mas quem sabe num dá pra sacar um troco? http://t.co/B0ZMd5FXhk;Positivo
4060;$ELET3 - Eletrobras (elet-n1) - Material De Apresentacao http://t.co/tIHWgYjO1j;Neutro
4064;Soprem sopradores #usim5 rsrrs;Positivo
4066;Vale e siderúrgicas caem com China, Petrobras vira para queda: Mais informações em breve http://t.co/NcpoktfgH0 #infomoney #vale5;Neutro
4067;"#UGPA3 figura de possível fundo com forte volume parou nos 38,2% de fibo no semanal
Quem é arrojado vale dar uma espiada.";Positivo
4068;======&gt,&gt, RT @ale_chumer: PETR4 caindo 3%, foi bem a (dês)Graça Foster hoje?;Negativo
4069;Está na hora de pensar na PETR3 e na PETR4 com mais carinho?;Neutro
4071;"A LIGHT S.A. fechou o dia de ontem ao preço de R$ 18,50 (-1,33%) com volume de R$ 18,88 mm.
$LIGT3";Neutro
4073;Inva faz modificações em sua carteira mensal, confira: Saíram as ações da Unicasa (UCAS3) e,... http://t.co/W7eCmN8kCD #infomoney #vale5;Neutro
4075;@marcosloro @stanleyburburin eu sou e estou comprador da @petrobras principalmente PETR4;Positivo
4078;CSNA3 vender por R$ 10,86 indicado em 18/02/2014 15:07 http://t.co/zJRs3Eeyz9;Positivo
4080;Inspirado hoje nas Análise Gráficas. Atenção especial em HOOT4 e RSID3. #ProbabiliadeDeAlta #VejoUmBomFuturoNessesPapeis #MIR;Positivo
4083;RT @bovespabrokers: O outro esqueleto da Petrobras em Pasadena http://t.co/tH8Q46qJbi #PETR4;Negativo
4084;vai barbuleta ! Avua !!! =) #PETR4;Positivo
4089;$ESTC3 - ESTÁCIO (ESTC3): Lucros disparam em mais de 100% http://t.co/H8GtUMZow0;Positivo
4092;"RT @RodP13: #Crise ↑↑↑↑↑↑↑↑
'@Fontes_: #petr4 #bbas3 e #vale5 sobem forte hj, ferrando mais uma vez os pessimistas. Diziam q eram faca cain…";Positivo
4095;10 ideias de investimento, segundo o BTG Pactual: No lugar dos papéis da CPFL (CPFE3) e da Minerva (BEEF3), o BTG... http://t.co/UAdRxUEEU2;Neutro
4097;Dúvida do dia: O que aconteceria a um funcionário de qq empresa privada candidamente assumindo q deu um preju de mais de US$1 bi? PETR4;Negativo
4105;#bvmf3 continuidade;Neutro
4108;RT @garimpodeacoes: Na Bovespa, gestores definem para época das eleições ações de boa liquidez, como ABEV3, BBAS3, CCRO3, ITUB4, PCAR4, REN…;Positivo
4109;Análises atualizadas de BVMF3, ITUB4, PDGR3, PETR4, USIM5 e VALE5 no INVISTA EM AÇÕES http://t.co/LNFxOOww7g;Neutro
4112;RT @imcharliedrew: melissa cruz adoro-te;Positivo
4117;Ativo c/ vol Financeiro Superior à sua MM21-16h: ODPV3 OIBR3 OIBR4 PFRM3 SANB11 SHOW3 SLCE3 SSBR3 SULA11 TAEE11 TCSA3 TOTS3 VALE3 VALE5;Neutro
4120;"Ibov petr4 vale5

Gustavo Franco: Inflação é como alcoolismo, não tem cura, só controle.";Neutro
4122;seu perfil foi visto por 3 pessoas nas últimas 2 horas http://t.co/uivLxxo16M;Neutro
4127;@fitzca @petrobras O mercado financeiro já provou que não se pode acreditar em falsos dados! Que caia mais ainda PETR3 e PETR4! Isso é justo;Negativo
4131;@ajramora28 @monicabayeh @profeborto @Ciriademattos Não compre JBSS3;Negativo
4132;"Fevereiro 2014:

Ainda não é o momento de entrar: VALE5, CSNA3 ou PETR4.

Tendência e resultados favoráveis: ESTC3, PSSA3, EMBR3 e WEGE3.";Neutro
4133;Rastreamento ações-Gráfico diário-11h. Analise se romper:  ESTC3 22,11 KROT3 43,95  Ativo c/ vol Financeiro Superior à sua MM21-11h: Nenhum;Neutro
4134;RT @WallFigueiredo: Rastreamento ações-Gráfico diário-15h. Analise se romper:  ALSC3 17,79 BRFS3 44,54 BRML3 18,30 BVMF3 10,43 CCRO3 16,70 …;Neutro
4135;GOLL4. Aposto todas as minhas fichas que GOLL4 fecha acima de 13,50 hoje.;Positivo
4136;Ações ex-juros hoje: BRAP3 e BRAP4. As cotações históricas foram ajustadas. Saiba mais! http://t.co/utSF6DP4ug;Neutro
4138;CESP6 no gráfico diário indice uma possível reversão!!!;Positivo
4140;A última indicação da #USIM5 resultou em 3.43 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7;Positivo
4143;$ENBR3 - Energias Br (enbr-nm) - Esclarecimentos http://t.co/bDcgYaz56z;Neutro
4146;"Se dizer enganada é ingenuidade ou esperteza demais
exdirtr #PETR4 http://t.co/aiHc8DoM0m http://t.co/ahMKEhYbF0 #SomosTodosContraMarcoCivil";Negativo
4149;TBLE3: nova WW anula a anterior. Pode ser #repique ou #reversão http://t.co/PvPRretgn6;Neutro
4156;$PETR3 - Leilao De Petrq87(petr3) Ate 15:35 H - Oscilacao Maxima Permitida http://t.co/RgMJZcPtfT;Neutro
4162;Hoje foi tríplice! Operações invictas na semana... PETR4, VALE5 e Futuros (dolar e indice) - 4 operações DT e 4... http://t.co/HdcbWZICul;Positivo
4163;#VALE5 As opções com venc. dia 19/05 vão virar pó, ai a VALE5 vai subir kkk;Positivo
4164;$EMBR3 - Embraer (embr-nm)- Distribuicao De Juros Sobre Capital Proprio http://t.co/iag5yUYxkc;Positivo
4168;VIVT4 bateu no objetivo do Anderson agora quer ver e saber quais as operações do Anderson entre em contato: centraltrader@hotmail.com;Positivo
4173;@piavu Não Fernandes, foi só a correria, vc queria saber mo que mesmo da petr4?;Negativo
4176;No diário #PETR4 conseguiu vencer as duas LTB´s mas permanece abaixo da Média ROCK. Leia mais: http://t.co/Lyvy4iGds7;Neutro
4178;RT @imcharliedrew: paz, respeito e amor;Positivo
4181;#cyre3 e Rsid3 cfe postado de manhã, entrada e com um bom lucro;Positivo
4183;#VALE5 Opções não vira pó, alguem fica com o dinheiro, ou vai pro lixo ?;Negativo
4184;#cmig4 entrada pelo diário, mas comi bola!!!!;Negativo
4187;RT @Live_Trade: hihihi #vale5 27,34 encerro operação de compra....;Positivo
4189;Não entendo muito de ações, mas tem um padrão na ação do banco do Brasil #BBAS3 nos últ 5 anos. Em Abr ela valoriza e em Out despenca.;Neutro
4195;Gráfico diário da #VALE5 http://t.co/scJU0BTEHX;Neutro
4196;"#DASA3 desespero dos comprados vendendo abaixo de onde foi a OPA
R$ 14,80 / -2,12%";Negativo
4199;@Bancotario #petr4 atento aos 10 reais;Positivo
4202;TEMPO REAL: Souza Cruz cai após disparar 6% na véspera, Anima dispara 7% com São Judas: Acom... http://t.co/5NnOZqowOS #infomoney #vale5;Positivo
4203;Wintrade recomenda 2 novos papéis para o mês de abril, confira: As units da Klabin e as açõe... http://t.co/W8THzNQiRs #infomoney #vale5;Positivo
4204;@ferrisss Ao seu ver, a rsid3 está cara?;Neutro
4206;@Live_Trade @aecioneto eu to sentado esperando os 12,50 da PETR4 que o vidente Marcos profetizou....rsrsrs;Positivo
4209;PETR3 comprar a R$ 12.79 indicado em 19/03/2014 14:13 e finalizou a venda com resultado de R$ 0.42 ou 3.28 % http://t.co/kgt1YiTbF7;Neutro
4212;Após cair 25% no ano, Petrobras perde posição no Ibovespa e é ultrapassada pelo Itaú: As açõ... http://t.co/NEq1D1xgzM #infomoney #vale5;Negativo
4214;"INTRADAY PETR4: Suportes 16,18 e 16,43 e resistências 17,02 e 17,36
INTRADAY VALE5: Suportes 26,39 e 26,56 e resistências 26,99 e 27,25";Neutro
4215;@Live_Trade sim, você está fora do escritório... Se a petr4 descer 8% seria possível?;Neutro
4216;#BOVESPA #GOLL4 Gol faz aumento de capital de R$ 185,7 mi e prevê investimento da AirFrance. http://t.co/0Kro8OpwaD;Positivo
4218;#IBOV #CIEL3 Cielo realiza assembleia geral ordinária e extraordinária dia 31/03 às 10:00h. http://t.co/bI6KFrXnkU #BR;Neutro
4222;"A LIGHT S.A. fechou o dia de ontem ao preço de R$ 16,58 (+3,17%) com volume de R$ 26,10 mm.
$LIGT3";Neutro
4226;Analisando ativos para Ponta Vendedora: RSID3, PDGR3, OIBR4, OIBR3, OGXP3, IMCH3, HRTP3, ENBR3.;Neutro
4227;@Nayara_G1 Hoje do jeito que tá o jeito é sorrir pra não chorar com estatística né @Ursulafdj ? KKKKKKKKKKK;Negativo
4228;Acabei de atualizar as análises de BVMF3, ITUB4, PDGR3, PETR4, USIM5 e VALE5 no INVISTA EM AÇÕES http://t.co/LNFxOOww7g;Neutro
4230;#PETR4 seguindo o mesmo caminho da #OGXP3;Negativo
4234;@webtraderx p13 ? Você compra caso acredite que vá cair. Vende se acha que vai subir. Tudo sempre em relação à PETR4 ...;Neutro
4235;#BOVESPA #USIM5 Usiminas sai de prejuízo e lucra R$ 222 milhões no 1º trimestre: http://t.co/taKGNOdn5B;Positivo
4237;Sinergias com compra da Seara pela #JBSS3 superam estimativa inicial, diz CEO http://t.co/VOiUs0cpyx;Positivo
4242;Vale Pn (VALE5), Gráfico Diário. Estudo e linhas d... http://t.co/my4WBCDPRV;Neutro
4243;@ferrisss @dfittarelli vendinha de itub4 nos 35,10 começando a dar frutos, VAI QUE VAI!;Positivo
4246;RT @SouCalmo: Petralha reclamando q Petr4 caiu de 60mil funcionários pra 30mil... Qta boquinha perdida né mamador das tetas do governo...;Negativo
4254;Ativo c/ vol Financeiro Superior à sua MM21-16h: ALUP11 BBAS3 BRAP4 BRIN3 CGAS5 CIEL3 CRUZ3 CSMG3 CTIP3 ELET3 ELET6 ENEV3 ESTC3 EURFUT GETI4;Neutro
4257;"BBSE3 - 10 ações para ganhar dinheiro em março, segundo a Um Investimentos - InfoMoney 
Veja mais em: http://t.co/wyNbuanWwc";Positivo
4259;Rastreamento ações-Gráfico diário-15h. Analise se romper:JBSS3 8,07 LIGT3 19,19 NATU3 40,04 QUAL3 23,40 SULA11 15,18 TBLE3 35,03 UGPA3 56,83;Neutro
4262;PETR4 sobe 8,13% c o anúncio de CPI. BOVESPA sobe 3,5% com queda da popularidade da Dilma. Cada um tire suas conclusões, são óbvias demais.;Negativo
4268;@Samuel_RCX Cyre3 tá quase, vc viu lá?;Positivo
4269;Ativo c/ vol Financeiro Superior à sua MM21-14h: SANB11 SEER3 SMTO3 SUZB5 TCSA3 TECN3;Neutro
4270;Operação Swing: RT @Live_Trade: #usim5 Comprando 8,61 amanhã;Neutro
4271;"A LIGHT S.A. fechou o dia de ontem ao preço de R$ 15,70 (-1,07%) com volume de R$ 18,09 mm.
$LIGT3";Neutro
4273;Trade com #JBSS3 concluído com sucesso :D;Positivo
4274;@RaphaFigueredo Rapha olha o candle semanal de PDGR3, medonho.;Neutro
4276;RT @botinhao: @GibexJr E hoje tem resultado da VALE... http://t.co/ACFDTSlbVg Bons LREN3 EMBR3 e PCAR4, Ruim BRFS3 saiu agora.;Positivo
4279;A última indicação da #ITUB4 resultou em 6.66 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7;Positivo
4280;Entrando em Long&amp,Short PETR4 x PETR3 com spread de R$0,57 ! Fica a dica e quem quiser o relatorio é só pedir!;Positivo
4285;PCAR4_VENDA http://t.co/ricFtnOyXh;Neutro
4289;Start de #elpl4 em 9,56 com alvo em 9,90 e stop em 9,39;Positivo
4295;"@garimpodeacoes #CSNA3 
ILG = 0,23
ILC = 0,78
ILS = 0,40
Se achar alguma coisa boa lá, vende!";Positivo
4299;$CYRE3 - CYRELA (CYRE3): Lucro líquido de R$ 719 milhões em 2013 http://t.co/s7depgGL0J;Neutro
4301;Tudo que um dia a #Petr4 dá no outro ela toma...;Negativo
4305;SBSP3 tá subindo 1,18% hoje, depois de uma alta de 1,7% ontem.;Positivo
4306;RT @otraderonline: Gatilho position, semana que vem:   Ativo vale5 - Venda  - Validade 11/abr - Start 27,91 - Stop 30,06 - RP 25,76 http://…;Positivo
4310;@Live_Trade atenção q sua ALLL3 está quase no 6,81 dnovo;Positivo
4311;"Notas gerais

A BR PROPERTIES (BRPR3) vendeu à LPP Empreendimentos e Participações, sociedade do grupo GLP, a... http://t.co/Ou2D3dYKDh";Neutro
4312;#GGBR4 o balanço é amanhã dia 07 antes do pregão.;Neutro
4315;Dá-lhe cyre3;Positivo
4316;O melhor cenário numa operação de venda coberta de opções é vender OTM e a ação subir. É o que está acontecendo com VALE5, neste momento.;Positivo
4319;bbas3 stop loss semanal. amanha atualizo tudo da semana;Neutro
4321;$CPFE3 - Cpfl Energia (cpfe-nm) - Demonstracoes Financeiras De 31/12/2013 (cons) http://t.co/L1mnWwsbdB;Neutro
4322;#bovespa #oibr4 Meu Senhor Todo-Poderoso que leilão é esse?? ô.Ô;Neutro
4327;Cuidado com VALE5. IMA-crash da Vale está ficando muito alto.Grande chance de queda forte nos próx. 2 dias, http://t.co/j9Jxow4GS6;Negativo
4328;"RT @ale_chumer: Demorou 1 mês a mais que o previsto, mas o #ibovespa chegou nos 45 mil pontos e $PETR4 beliscou os R$12,90. 
Que situação.";Negativo
4334;RT @i_am_a_lord: fico bue preocupado quando os meus tweets aparecem duas vezes;Neutro
4336;pq TS ñ pegou #CSN? +12% RT @Live_Trade: Mas Usim5 postada ontem deu certo rsrsrr;Neutro
4338;caraca ... o negócio começou tenso na #PETR4 ! O jogo tá pesado !! o.O;Negativo
4340;bom dia;Neutro
4341;PPS é diff dos outros Socialistas? Pasadenagate: novos documentos complicam Dilma e apontam necessidade de CPI #PETR4 http://t.co/XvDEzBtB98;Negativo
4342;RT @WallFigueiredo: Ativo c/ vol Financeiro Superior à sua MM21-14h: BBSE3 BRAP4 BTOW3 CPFE3 ENBR3 MULT3;Neutro
4345;#OIL #IBOV #PETR4 Petrobras faz alerta sobre dívida e rating de crédito: http://t.co/6U2NC2nFmI #BR;Negativo
4349;A última indicação da #ITUB4 resultou em 1.86 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7;Positivo
4350;Todos os dias no fechamento do mercado #ITUB4 mesmo caindo tem uma puxada no pregão. Estranho, dia todo em baixa e pregao puxando pra cima.;Positivo
4351;$TBLE3 - Tractebel (tble-nm) - Obras De Construcao Do Complexo Eolico Santa Monica http://t.co/BA3MoUuYIg;Neutro
4352;KROT3 Esta subindo bem na bolsa. Vamos analisar!;Positivo
4353;Atualização do Estudo: IBOV, índice futuro, VALE5, PETR4: http://t.co/a6uhpWtnFo via @YouTube;Neutro
4355;RT @SouCalmo: Vieram alguns petistas na minha TL, reclamando, pois chamei a Foster de mocréia.. Enfiei-lhes matérias c/ falcatruas na Petr4…;Negativo
4356;"Dia clássico de repique. Aproveitamos para abrir operações em Itaúsa (ITSA4) e Natura (NATU3).

Até o momento:... http://t.co/bkzRZwBEM8";Positivo
4358;"TRADES Abertos:

Compra de VALE5 - 27,00
VENDA de PETR: 13,90

Encerrrados: PETR- 13,45 - 13,75.

Segue o baile n concorrência ao vivo n twi";Neutro
4359;Confirmou na sexta dia 0/03/14 na #PETR4 uma Onda 3 de fundo e projetando repiques para 14,16 , 15,10 e 15,90 http://t.co/Cw83FVFDtE;Neutro
4360;Atualização do Estudo: IBOV, índice futuro, VALE5, PETR4 http://t.co/wS2ecqboHE;Neutro
4361;Quem tem acoes da Petrobras Petr4 tem obrigacao de fazer campanha contra Dilma e PT que destruíram mais de 50% do valor da empresa;Negativo
4362;#BR #BOVESPA #GOLL4  Gol assina acordo de compartilhamento de voos com TAP. http://t.co/wHGukBg7qp;Neutro
4367;@Jgrafista11 Joao meu caro. Qdo puder deixar analise de Petr4 e Vale5, agradeço.;Neutro
4368;Rastreamento ações-Gráfico diári-12h. Analise se romper:LIGT3 19,19 NATU3 39,42 QUAL3 23,40 SULA11 15,18 TBLE3 35,03 UGPA3 56,83 VALE3 33,37;Neutro
4373;RT @Nelson_Andradee: Odeio que demorem a responder;Negativo
4379;#petr4 já fazem quase 8 anos q eu lido com a bolsa. Vi a petr4 em 50. Ouvi o Ricam dizer q o ibov ia a 200. Mas petr4 a 12 pila é histórico!;Negativo
4381;Pessoal, deu trabalho mas consegui publicar ontem à noite no site. Você verá ALERTAS da PETR4, VALE5, BBDC4,... http://t.co/VMKi5y1Tj8;Positivo
4382;RT @SouCalmo: Quem quer privatizar a Petr4 senador?! Se atenha ao tema senador... Governistas são péssimos.. Só rodeiam e ñ falam nada com …;Negativo
4383;"INTRADAY PETR4: Suportes 13,17 e 13,60 e resistências 14,30 e 14,57
INTRADAY VALE5: Suportes 26,31 e 26,76 e resistências 27,54 e 27,87";Neutro
4384;RT @imcharliedrew: [22:07:27] Mel: gosto muito de ti;Positivo
4385;RT @picapautrader: #VALE5: O julgamento do recurso especial que discute a cobrança de impostos sobre lucro de empresas controladas... http:…;Positivo
4386;@Live_Trade INFELIZMENTE não. lembro de rsid3.;Negativo
4388;podia ter comprado PETR4 a 12, mas fui burro e quis esperar, agora ta 16.Boa....;Negativo
4390;#SBSP3 A presidente da cia confirmou que a concessionária sofrerá uma perda nas receitas em decorrência da atual... http://t.co/eYSHg9kQhR;Neutro
4401;"A LIGHT S.A. fechou o dia de ontem ao preço de R$ 19,06 (-0,52%) com volume de R$ 10,33 mm.
$LIGT3";Negativo
4404;BBAS3 No diário sentiu resistência da média de 144 que foi perdida ontem por frescura dos Investidores.;Negativo
4406;Vou 'monitorar' a operação aqui pelo acho que temos boa chance de ter um movimento direcional forte na PETR4..;Positivo
4407;Ativa indica 5 papéis para comprar ainda esta semana: Saíram as ações da Vale (VALE5), da Klabin (KLBN3) e da... http://t.co/YOeRVhjfed;Neutro
4409;"Notas gerais

A PETROBRAS (PETR4) concluiu a perfuração do poço Pitu, localizado em águas profundas da Bacia... http://t.co/DJCj8f8xTH";Positivo
4412;Ativo c/ vol Financeiro Superior à sua MM21-16h: TBLE3 TECN3 TGMA3 VALE3 VALE5 VLID3;Neutro
4414;PETR4: o Mico tá se coçando...;Neutro
4415;Corretora corta preço-alvo das ações da Vale: Os analistas adicionaram menores preços para o... http://t.co/BsCngLd3Bx #infomoney #vale5;Neutro
4416;Maior alta desde Tupi pra PETR4 hoje. Tá boa a imagem da GIlma.;Positivo
4417;RT @4skateboarders: DC SHOES: Chris Cole for the Cole Lite 2, nunca decepciona ! http://t.co/p4YxzufnvQ http://t.co/xCQr6viDI4;Positivo
4419;República da Guiné revoga concessão da Vale no país http://t.co/88tnZa1Vog #VALE5 #Mercados;Neutro
4420;Terceira prévia do Ibovespa (#IBOV) confirma liderança de Itaú PN (#ITUB4). http://t.co/CrYyAdgz50  (Valor);Neutro
4422;$LIGT3 - Light S/a (ligt-nm) - Aviso Aos Acionistas / Distribuicao De Dividendo http://t.co/a8VHtsh8Xw;Neutro
4423;@rodrigotozato essa daí não segura nem um peidinho ultimamente hahaha ta todaa cagada a #PETR4;Negativo
4425;Concórdia indica 15 ações, analistas acham que Vale pode subir 90%: A concórdia recomenda se... http://t.co/AA61kEtMdl #infomoney #vale5;Neutro
4426;#PETR4 histórias fantásticas do #IBOLESMA: investidor passou os últimos anos fazendo venda coberta, praticamente... http://t.co/I0TCjC1hWl;Negativo
4430;Concorrente da Vale diz ter bons laços com Guiné apesar de processo por Simandou: A Rio Tint... http://t.co/bcNSX0MzrQ #infomoney #vale5;Positivo
4433;RT @WallFigueiredo: Rastreamento ações-Gráfico diário-16h. Analise se romper:  ALSC3 17,79 BRFS3 44,54 BRML3 18,30 BVMF3 10,43 CCRO3 16,70 …;Neutro
4434;Oibr4 hj novamente, mas não peguei;Negativo
4435;$MRVE3 - Mrv (mrve-nm) - Novo Programa De Recompra De Acoes http://t.co/qxl3SJQ6yo;Neutro
4437;ah, e quase que eu ia me esquecendo ... Lembram da 'inominável' ? Pois bem ... já comprou mais de R$12 milhões de #PETR4 no dia de hoje ...;Negativo
4438;$PETR4 nesse instante aos 13,32. #tátudobem;Positivo
4439;novo teste acontecendo agora ! #PETR4 R$12,95~13,00;Positivo
4440;VALE5 – Gráfico – 10-03-2014 http://t.co/lY3q5tPP8m;Neutro
4444;$CYRE3 - Cyrela Realt (cyre-nm) - Demonstracoes Financeiras De 31/12/2013 (individual) http://t.co/G8G2NUZr6G;Neutro
4445;'Vale vai trazer muitos frutos para quem investir', diz gestor de fundo http://t.co/s9IQkrTxMV #VALE4 #VALE5;Positivo
4446;$RENT3 - Localiza (rent-nm)- Demonstracoes Financeiras De 31/12/2013 (individual) http://t.co/cIrNasLkuG;Neutro
4454;@ferrisss @CapSpaulding01 @bovespabrokers petr4 com alvo pra hoje.. 12,80 e 12,62;Neutro
4456;RT @COTA_VALE5: VALE        -PNA : #VALE5 Valor: R$33,04 Var.: R$+0,14 +0,43% Max. dia: R$33,54 Min. dia: R$33,03;Positivo
4458;IMA_crash estava alto para ITUB4. Conforme alertei na sexta passada, ITUB4 ia virar forte. Aqui está o gráfico.;Positivo
4459;"A LIGHT S.A. fechou o dia de ontem ao preço de R$ 18,01 (+0,06%) com volume de R$ 12,18 mm.
$LIGT3";Neutro
