text,texto_unido,sentFator
"rt @soucalmo: vieram alguns petistas na minha tl, reclamando, pois chamei a foster de mocréia.. enfiei-lhes matérias c/ falcatruas na petr4…","rt @ soucalmo : vir algum petistas o meu tl , reclamar , pois chamar o foster de mocréia .. enfiei-lhes matéria c/ falcatruar o petr4…",Negativo
"dia clássico de repique. aproveitamos para abrir operações em itaúsa (itsa4) e natura (natu3).

até o momento:... http://t.co/bkzrzwbem8",dia clássico de repicar . aproveitar parir abrir operação em itaúsa ( itsa4 ) e natura ( natu3 ) . até o momento : ... http : //t.co/bkzrzwbem8,Positivo
"trades abertos:

compra de vale5 - 27,00
venda de petr: 13,90

encerrrados: petr- 13,45 - 13,75.

segue o baile n concorrência ao vivo n twi","trades aberto : comprar de vale5 - 27,00 vender de petr : 13,90 encerrrados : petr- 13,45 - 13,75. seguir o bailar n concorrência ao viver n twi",Neutro
"confirmou na sexta dia 0/03/14 na #petr4 uma onda 3 de fundo e projetando repiques para 14,16 , 15,10 e 15,90 http://t.co/cw83fvfdte","confirmar o sexto dia 0/03/14 o # petr4 umar onda 3 de fundir e projetando repique parir 14,16 , 15,10 e 15,90 http : //t.co/cw83fvfdte",Neutro
"atualização do estudo: ibov, índice futuro, vale5, petr4 http://t.co/ws2ecqbohe","atualização do estudar : ibov , índice futurar , vale5 , petr4 http : //t.co/ws2ecqbohe",Neutro
quem tem acoes da petrobras petr4 tem obrigacao de fazer campanha contra dilma e pt que destruíram mais de 50% do valor da empresa,quem ter acoes da petrobras petr4 ter obrigacao de fazer campanha contra dilma e pt que destruir mais de 50 % do valor da empresar,Negativo
#br #bovespa #goll4  gol assina acordo de compartilhamento de voos com tap. http://t.co/whgukbg7qp,# br # bovespa # goll4 gol assinar acordar de compartilhamento de voo com tap . http : //t.co/whgukbg7qp,Neutro
"@jgrafista11 joao meu caro. qdo puder deixar analise de petr4 e vale5, agradeço.","@ jgrafista11 joao meu caro . qdo poder deixar analisar de petr4 e vale5 , agradecer .",Neutro
"rastreamento ações-gráfico diári-12h. analise se romper:ligt3 19,19 natu3 39,42 qual3 23,40 sula11 15,18 tble3 35,03 ugpa3 56,83 vale3 33,37","rastreamento ações-gráfico diári-12h . analisar se romper : ligt3 19,19 natu3 39,42 qual3 23,40 sula11 15,18 tble3 35,03 ugpa3 56,83 vale3 33,37",Neutro
rt @nelson_andradee: odeio que demorem a responder,rt @ nelson_andradee : odiar que demorar o responder,Negativo
#petr4 já fazem quase 8 anos q eu lido com a bolsa. vi a petr4 em 50. ouvi o ricam dizer q o ibov ia a 200. mas petr4 a 12 pila é histórico!,# petr4 já fazer quase 8 ano q eu lidar com o bolsar . vir o petr4 em 50. ouvir o ricam dizer q o ibov ir o 200. mas petr4 o 12 pilar ser histórico !,Negativo
"pessoal, deu trabalho mas consegui publicar ontem à noite no site. você verá alertas da petr4, vale5, bbdc4,... http://t.co/vmki5y1tj8","pessoal , dar trabalhar mas conseguir publicar ontem à noite o site . você ver alertar da petr4 , vale5 , bbdc4 , ... http : //t.co/vmki5y1tj8",Positivo
rt @soucalmo: quem quer privatizar a petr4 senador?! se atenha ao tema senador... governistas são péssimos.. só rodeiam e ñ falam nada com …,rt @ soucalmo : quem querer privatizar o petr4 senador ? ! se ater ao temer senador ... governista ser mau .. só rodear e ñ falir nado com …,Negativo
"intraday petr4: suportes 13,17 e 13,60 e resistências 14,30 e 14,57
intraday vale5: suportes 26,31 e 26,76 e resistências 27,54 e 27,87","intraday petr4 : suporte 13,17 e 13,60 e resistência 14,30 e 14,57 intraday vale5 : suporte 26,31 e 26,76 e resistência 27,54 e 27,87",Neutro
rt @imcharliedrew: [22:07:27] mel: gosto muito de ti,rt @ imcharliedrew : [ 22:07:27 ] mel : gostar muito de ti,Positivo
rt @picapautrader: #vale5: o julgamento do recurso especial que discute a cobrança de impostos sobre lucro de empresas controladas... http:…,rt @ picapautrader : # vale5 : o julgamento do recurso especial que discutir o cobrança de imposto sobrar lucrar de empresar controlar ... http : …,Positivo
@live_trade infelizmente não. lembro de rsid3.,@ live_trade infelizmente não . lembrar de rsid3 .,Negativo
"podia ter comprado petr4 a 12, mas fui burro e quis esperar, agora ta 16.boa....","poder ter comprar petr4 o 12 , mas ser burro e querer esperar , agora ta 16.boa ....",Negativo
#sbsp3 a presidente da cia confirmou que a concessionária sofrerá uma perda nas receitas em decorrência da atual... http://t.co/eyshg9kqhr,# sbsp3 o presidente da ciar confirmar que o concessionário sofrer umar perda o receitar em decorrência da atual ... http : //t.co/eyshg9kqhr,Neutro
"a light s.a. fechou o dia de ontem ao preço de r$ 19,06 (-0,52%) com volume de r$ 10,33 mm.
$ligt3","o light s.a. fechar o dia de ontem ao preço de r $ 19,06 ( -0,52 % ) com volumar de r $ 10,33 m . $ ligt3",Negativo
bbas3 no diário sentiu resistência da média de 144 que foi perdida ontem por frescura dos investidores.,bbas3 o diário sentir resistência da médio de 144 que ser perdido ontem por frescura dos investidor .,Negativo
vou 'monitorar' a operação aqui pelo acho que temos boa chance de ter um movimento direcional forte na petr4..,ir 'monitorar ' o operação aqui pelar achar que ter bom chance de ter um movimentar direcional forte o petr4 ..,Positivo
"ativa indica 5 papéis para comprar ainda esta semana: saíram as ações da vale (vale5), da klabin (klbn3) e da... http://t.co/yoervhjfed","ativa indicar 5 papel parir comprar ainda este semana : sair o ações da valer ( vale5 ) , da klabin ( klbn3 ) e da ... http : //t.co/yoervhjfed",Neutro
"notas gerais

a petrobras (petr4) concluiu a perfuração do poço pitu, localizado em águas profundas da bacia... http://t.co/djcj8f8xth","noto gerar o petrobras ( petr4 ) concluir o perfuração do poço pitu , localizar em água profundo da bacia ... http : //t.co/djcj8f8xth",Positivo
ativo c/ vol financeiro superior à sua mm21-16h: tble3 tecn3 tgma3 vale3 vale5 vlid3,ativo c/ vol financeiro superior à suar mm21-16h : tble3 tecn3 tgma3 vale3 vale5 vlid3,Neutro
petr4: o mico tá se coçando...,petr4 : o mico tá se coçar ...,Neutro
corretora corta preço-alvo das ações da vale: os analistas adicionaram menores preços para o... http://t.co/bscngld3bx #infomoney #vale5,corretor cortar preço-alvo das ações da valer : o analista adicionar menor preço parir o ... http : //t.co/bscngld3bx # infomoney # vale5,Neutro
maior alta desde tupi pra petr4 hoje. tá boa a imagem da gilma.,maior alto desde tupir pra petr4 hoje . tá bom o imagem da gilma .,Positivo
"rt @4skateboarders: dc shoes: chris cole for the cole lite 2, nunca decepciona ! http://t.co/p4yxzufnvq http://t.co/xcqr6vidi4","rt @ 4skateboarders : dc shoes : chris colar ser the colar litar 2 , nunca decepcionar ! http : //t.co/p4yxzufnvq http : //t.co/xcqr6vidi4",Positivo
república da guiné revoga concessão da vale no país http://t.co/88tnza1vog #vale5 #mercados,repúblico da guiné revogar concessão da valer o país http : //t.co/88tnza1vog # vale5 # mercar,Neutro
terceira prévia do ibovespa (#ibov) confirma liderança de itaú pn (#itub4). http://t.co/cryyadgz50  (valor),terceiro prévio do ibovespa ( # ibov ) confirmar liderança de itaú pn ( # itub4 ) . http : //t.co/cryyadgz50 ( valor ),Neutro
$ligt3 - light s/a (ligt-nm) - aviso aos acionistas / distribuicao de dividendo http://t.co/a8vhtsh8xw,$ ligt3 - light s/a ( ligt-nm ) - avisar aos acionistas / distribuicao de dividendo http : //t.co/a8vhtsh8xw,Neutro
@rodrigotozato essa daí não segura nem um peidinho ultimamente hahaha ta todaa cagada a #petr4,@ rodrigotozato esse daí não seguro nem um peidinho ultimamente hahaha ta todaa cagar o # petr4,Negativo
"concórdia indica 15 ações, analistas acham que vale pode subir 90%: a concórdia recomenda se... http://t.co/aa61ketmdl #infomoney #vale5","concórdia indicar 15 ações , analista achar que valer poder subir 90 % : o concórdia recomendar se ... http : //t.co/aa61ketmdl # infomoney # vale5",Neutro
"#petr4 histórias fantásticas do #ibolesma: investidor passou os últimos anos fazendo venda coberta, praticamente... http://t.co/i0tcjc1hwl","# petr4 história fantástico do # ibolesma : investidor passar o último ano fazer vender cobrir , praticamente ... http : //t.co/i0tcjc1hwl",Negativo
concorrente da vale diz ter bons laços com guiné apesar de processo por simandou: a rio tint... http://t.co/bcnsx0mzrq #infomoney #vale5,concorrente da valer dizer ter bom laço com guiné apesar de processar por simandou : o rir tint ... http : //t.co/bcnsx0mzrq # infomoney # vale5,Positivo
"rt @wallfigueiredo: rastreamento ações-gráfico diário-16h. analise se romper:  alsc3 17,79 brfs3 44,54 brml3 18,30 bvmf3 10,43 ccro3 16,70 …","rt @ wallfigueiredo : rastreamento ações-gráfico diário-16h . analisar se romper : alsc3 17,79 brfs3 44,54 brml3 18,30 bvmf3 10,43 ccro3 16,70 …",Neutro
"oibr4 hj novamente, mas não peguei","oibr4 hj novamente , mas não pegar",Negativo
$mrve3 - mrv (mrve-nm) - novo programa de recompra de acoes http://t.co/qxl3sjq6yo,$ mrve3 - mrv ( mrve-nm ) - novo programar de recomprar de acoes http : //t.co/qxl3sjq6yo,Neutro
"ah, e quase que eu ia me esquecendo ... lembram da 'inominável' ? pois bem ... já comprou mais de r$12 milhões de #petr4 no dia de hoje ...","ah , e quase que eu ir me esquecer ... lembrar da 'inominável ' ? pois bem ... já comprar mais de r $ 12 milhão de # petr4 o dia de hoje ...",Negativo
"$petr4 nesse instante aos 13,32. #tátudobem","$ petr4 nesse instante aos 13,32 . # tátudobem",Positivo
"novo teste acontecendo agora ! #petr4 r$12,95~13,00","novo testar acontecer agora ! # petr4 r $ 12,95~13,00",Positivo
vale5 – gráfico – 10-03-2014 http://t.co/ly3q5tpp8m,vale5 – gráfico – 10-03-2014 http : //t.co/ly3q5tpp8m,Neutro
$cyre3 - cyrela realt (cyre-nm) - demonstracoes financeiras de 31/12/2013 (individual) http://t.co/g8g2nuzr6g,$ cyre3 - cyrela realt ( cyre-nm ) - demonstracoes financeiro de 31/12/2013 ( individual ) http : //t.co/g8g2nuzr6g,Neutro
"'vale vai trazer muitos frutos para quem investir', diz gestor de fundo http://t.co/s9iqkrtxmv #vale4 #vale5","'vale ir trazer muito fruto parir quem investir ' , dizer gestor de fundir http : //t.co/s9iqkrtxmv # vale4 # vale5",Positivo
$rent3 - localiza (rent-nm)- demonstracoes financeiras de 31/12/2013 (individual) http://t.co/cirnaslkug,$ rent3 - localizar ( rent-nm ) - demonstracoes financeiro de 31/12/2013 ( individual ) http : //t.co/cirnaslkug,Neutro
"@ferrisss @capspaulding01 @bovespabrokers petr4 com alvo pra hoje.. 12,80 e 12,62","@ ferrisss @ capspaulding01 @ bovespabrokers petr4 com alvo pra hoje .. 12,80 e 12,62",Neutro
"rt @cota_vale5: vale        -pna : #vale5 valor: r$33,04 var.: r$+0,14 +0,43% max. dia: r$33,54 min. dia: r$33,03","rt @ cota_vale5 : valer -pna : # vale5 valor : r $ 33,04 var . : r $ +0,14 +0,43 % max . dia : r $ 33,54 min . dia : r $ 33,03",Positivo
"ima_crash estava alto para itub4. conforme alertei na sexta passada, itub4 ia virar forte. aqui está o gráfico.","ima_crash estar alto parir itub4 . conformar alertar o sexto passar , itub4 ir virar forte . aqui estar o gráfico .",Positivo
"a light s.a. fechou o dia de ontem ao preço de r$ 18,01 (+0,06%) com volume de r$ 12,18 mm.
$ligt3","o light s.a. fechar o dia de ontem ao preço de r $ 18,01 ( +0,06 % ) com volumar de r $ 12,18 m . $ ligt3",Neutro
oibr4 pagando 38% de aluguel!!! quem quiser só me falar!!,oibr4 pagar 38 % de aluguel ! ! ! quem querer só me falar ! !,Positivo
"@msantini_uk  agora=&gt, #petr4  r$ 13,43  - imaginemos a cara dos pequenos e grandes acionistas que capitalizaram em 2010 a r$ 26,30.. pt-br","@ msantini_uk agora= & gt , # petr4 r $ 13,43 - imaginar o caro dos pequeno e grande acionistas que capitalizar em 2010 o r $ 26,30 .. pt-br",Negativo
"discussão sobre investimentos: carteira simulada, usim5, csna3 e grnd3 http://t.co/q5pydmrkia","discussão sobrar investimento : carteiro simular , usim5 , csna3 e grnd3 http : //t.co/q5pydmrkia",Neutro
@lambari_trader @trader_richter mas não é reduzir a gasolina pra #petr4 ... é na bomba. =),@ lambari_trader @ trader_richter mas não ser reduzir o gasolina pra # petr4 ... ser o bomba . = ),Neutro
$gfsa3 - gafisa (gfsa-nm) - alteracao do valor do dividendo http://t.co/v2rfyvqtcv,$ gfsa3 - gafisa ( gfsa-nm ) - alteracao do valor do dividendo http : //t.co/v2rfyvqtcv,Neutro
rt @imcharliedrew: tão nova e já tão rodada aka vini,rt @ imcharliedrew : tão novo e já tão rodar aka vini,Negativo
$mrve3 - mrv (mrve-nm) - pagamento de dividendo / ajuste no valor http://t.co/olyavgqz1q,$ mrve3 - mrv ( mrve-nm ) - pagamento de dividendo / ajustar o valor http : //t.co/olyavgqz1q,Positivo
"standard &amp, poor’s revê classificação de risco e mantém o grau de investimento. http://t.co/1znxouvxv7 #petr4","standard & amp , poor ’ s rever classificação de riscar e manter o grau de investimento . http : //t.co/1znxouvxv7 # petr4",Neutro
$petr3 - leilao de petrp73 (petr3) ate 11:52h - oscilacao maxima permitida http://t.co/se9c4kzldx,$ petr3 - leilao de petrp73 ( petr3 ) atar 11:52h - oscilacao maxima permitir http : //t.co/se9c4kzldx,Neutro
#abev3 ótimo negócio!,# abev3 ótimo negócio !,Positivo
"ibov, petr4 e vale5,  21 maio 14 - sal trade: http://t.co/dmhkhhhgm9 via @youtube","ibov , petr4 e vale5 , 21 maio 14 - sal trade : http : //t.co/dmhkhhhgm9 ver @ youtube",Neutro
oibr4 foi para o leilão de fechamento caindo mais de 10%.....,oibr4 ser parir o leilão de fechamento cair mais de 10 % .....,Negativo
"#intraday maiores altas do #ibov: llxl3 +6,5% oibr4 +6,1% krot3 +5,2% cple6 +4,8% jbss3 +4,7% even3 +4,6%","# intraday maior alto do # ibov : llxl3 +6,5 % oibr4 +6,1 % krot3 +5,2 % cple6 +4,8 % jbss3 +4,7 % even3 +4,6 %",Neutro
estratégia de análise técnica para o pregão de hoje. #analisetecnica http://t.co/zsmrymk9ny,estratégia de análise técnico parir o pregão de hoje . # analisetecnica http : //t.co/zsmrymk9ny,Positivo
$mrve3 - mrv (mrve-nm) - demonstracoes financeiras de 31/12/2013 (individual) http://t.co/vptvpx1deu,$ mrve3 - mrv ( mrve-nm ) - demonstracoes financeiro de 31/12/2013 ( individual ) http : //t.co/vptvpx1deu,Neutro
o lado bom de terem levantado toda a sujeira da #petrobras é q agora se pode crer q haverá uma gestão + fiscalizada! #petr4 poderá reagir!,o lado bom de ter levantar todo o sujeira da # petrobras ser q agora se poder crer q haver umar gestão + fiscalizar ! # petr4 poder reagir !,Positivo
"compra cpfe3, pssa3 - 14/04/2014 http://t.co/1wv5xvw7ab","comprar cpfe3 , pssa3 - 14/04/2014 http : //t.co/1wv5xvw7ab",Neutro
"rt @smarttrade10: para quem acha que vai fazer sempre a mesma coisa e vai funcionar sempre, a #vale5 tá mostrando que não. assim como petr …","rt @ smarttrade10 : parir quem achar que ir fazer sempre o mesmo coisa e ir funcionar sempre , o # vale5 tá mostrar que não . assim comer petr …",Positivo
"abrimos venda de itub4 r$ 35,00.","abrir vender de itub4 r $ 35,00 .",Neutro
a última indicação da #elpl4 resultou em -1.46 %. confira a nova indicação agora em http://t.co/zjrs3eeyz9,o último indicação da # elpl4 resultar em -1.46 % . conferir o novo indicação agora em http : //t.co/zjrs3eeyz9,Negativo
"vivt4 esperando volume, perdi o bonde... #caraio http://t.co/0owqzcs9ds","vivt4 esperar volumar , perder o bondar ... # caraio http : //t.co/0owqzcs9ds",Negativo
"petrobras: produção é prioridade no momento

maria das graças foster, presidente da petrobras (petr4), afirmou... http://t.co/acgt0e4nhh","petrobras : produção ser prioridade o momento maria das graça foster , presidente da petrobras ( petr4 ) , afirmar ... http : //t.co/acgt0e4nhh",Neutro
"rastreamento ações-gráfico semanal-16h. analise se romper: vivt4 47,62 qual3 23,60 kepl3 40,52 jbss3 8,11 elet3 7,56 csmg3 38,06","rastreamento ações-gráfico semanal-16h . analisar se romper : vivt4 47,62 qual3 23,60 kepl3 40,52 jbss3 8,11 elet3 7,56 csmg3 38,06",Neutro
"@live_trade como vc está vendo a #vale5? ainda comprado? me pareceu que está dando sinais de fraqueza hoje, faz sentido?","@ live_trade comer vc estar ver o # vale5 ? ainda comprar ? me parecer que estar dar sinal de fraqueza hoje , fazer sentir ?",Negativo
rt @stevesemjob: preciso de começar a ocupar a minha cabeça para deixar de pensar em quem não devo,rt @ stevesemjob : precisar de começar o ocupar o meu cabeça parir deixar de pensar em quem não dever,Neutro
"#goll4 quase dando venda...objetivo 9,60!","# goll4 quase dar vender ... objetivo 9,60 !",Positivo
$vale5 - é hoje: vale apresenta resultado [newsletter advfn] http://t.co/owzoo0hqcx,$ vale5 - ser hoje : valer apresentar resultar [ newsletter advfn ] http : //t.co/owzoo0hqcx,Positivo
krot3 comprar a r$ 43.65 indicado em 14/03/2014 16:50 e finalizou a venda com resultado de r$ -0.32 ou -0.73 % http://t.co/kgt1yitbf7,krot3 comprar o r $ 43.65 indicar em 14/03/2014 16:50 e finalizar o vender com resultar de r $ -0.32 ou -0.73 % http : //t.co/kgt1yitbf7,Neutro
@live_trade vc monitora rent3? tem objetivos?,@ live_trade vc monitor rent3 ? ter objetivos ?,Neutro
"#usim5 comprando 8,61 amanhã","# usim5 comprar 8,61 amanhã",Positivo
$embr3 - embraer (embr-nm) - aviso aos acionistas / distribuicao de dividendo http://t.co/oaycw0waqx,$ embr3 - embraer ( embr-nm ) - avisar aos acionistas / distribuicao de dividendo http : //t.co/oaycw0waqx,Neutro
"abev3: oportunidade de compra (+ de 20% de alta).

veja o gráfico.

por: andré mendonça, cnpi-t, mba -... http://t.co/4kwt5zjx2c","abev3 : oportunidade de comprar ( + de 20 % de alto ) . ver o gráfico . por : andré mendonça , cnpi-t , mba - ... http : //t.co/4kwt5zjx2c",Positivo
"bradesco pn (bbdc4), gráfico semanal. estudo técni... http://t.co/70i47t5ala","bradesco pn ( bbdc4 ) , gráfico semanal . estudar técni ... http : //t.co/70i47t5ala",Neutro
